iter	Logloss
251	0.6317944144
252	0.6316122912
253	0.631422484
254	0.6312365201
255	0.6311254223
256	0.6309888026
257	0.6308599925
258	0.6306948816
259	0.6305483496
260	0.6303506474
261	0.6301879068
262	0.6299887568
263	0.6298277907
264	0.6296731229
265	0.6294764418
266	0.629302508
267	0.6290875011
268	0.6288846697
269	0.6286799058
270	0.6284800061
271	0.6282935567
272	0.6281216878
273	0.6279139205
274	0.6277521287
275	0.6275860014
276	0.6273644916
277	0.6271979811
278	0.6270074638
279	0.6267791365
280	0.6266248104
281	0.6264653173
282	0.6263129855
283	0.626090093
284	0.6259015368
285	0.625783603
286	0.6256086073
287	0.625470924
288	0.625317122
289	0.6251554572
290	0.6249876509
291	0.6247807987
292	0.6246647997
293	0.6245590231
294	0.6245160415
295	0.6243686277
296	0.6242007063
297	0.6240583314
298	0.6238985184
299	0.6237599554
300	0.6235709755
301	0.6233787313
302	0.6232226245
303	0.6230607497
304	0.6229298478
305	0.6227587649
306	0.6225970154
307	0.6224499329
308	0.6222672787
309	0.6220476288
310	0.6218818394
311	0.621718959
312	0.6215481117
313	0.6214169882
314	0.6211681476
315	0.621026339
316	0.6208946852
317	0.6207086971
318	0.6205209784
319	0.6203262904
320	0.6201769604
321	0.6200168342
322	0.6198676295
323	0.6197304869
324	0.6195633886
325	0.6194062245
326	0.61923561
327	0.619024706
328	0.6188759438
329	0.618722581
330	0.6185474949
331	0.6184398963
332	0.6182772975
333	0.6181049831
334	0.61792272
335	0.617748894
336	0.6175542981
337	0.6173973996
338	0.6172338178
339	0.6171000259
340	0.6169312605
341	0.6168026422
342	0.6166344793
343	0.6165017992
344	0.6163445271
345	0.6161955162
346	0.6160544964
347	0.615856933
348	0.6156872385
349	0.6154937079
350	0.6153230471
351	0.6151761134
352	0.6150263636
353	0.6149237375
354	0.6147222029
355	0.6145750688
356	0.6144749004
357	0.6143149398
358	0.6141470563
359	0.6140212998
360	0.6138636196
361	0.6137373774
362	0.6136103743
363	0.6134455648
364	0.613282402
365	0.6131473005
366	0.6130098665
367	0.6128356472
368	0.6126581004
369	0.6125193559
370	0.6123841729
371	0.6122137796
372	0.6120674256
373	0.6119572971
374	0.6118686944
375	0.6116873399
376	0.6115577876
377	0.6113611264
378	0.6111986503
379	0.6111225001
380	0.6109797291
381	0.6108076328
382	0.6106130467
383	0.6104983447
384	0.6103628288
385	0.6102180577
386	0.6100180876
387	0.6098274537
388	0.6096492984
389	0.6094821501
390	0.6093227138
391	0.6091627626
392	0.6089855505
393	0.6088292089
394	0.6086428773
395	0.608482045
396	0.6083180687
397	0.6081513745
398	0.6080552356
399	0.607927034
400	0.6077909554
401	0.6076337276
402	0.6074759019
403	0.6073160242
404	0.6071907819
405	0.6070165927
406	0.6068781423
407	0.6066807412
408	0.6065294684
409	0.6063846117
410	0.6061990955
411	0.6060030675
412	0.6058219091
413	0.6056197507
414	0.605437796
415	0.605261409
416	0.6051295319
417	0.6049872206
418	0.6047900253
419	0.6046332871
420	0.604502712
421	0.6043506957
422	0.6042158371
423	0.6040976194
424	0.6039214565
425	0.6037463408
426	0.6037146924
427	0.6034870054
428	0.6032772501
429	0.6031410489
430	0.6029951705
431	0.6028383037
432	0.6026406282
433	0.6025711669
434	0.6024064843
435	0.6022304147
436	0.6020594944
437	0.6019276814
438	0.6017505891
439	0.601604082
440	0.6014472171
441	0.6012819969
442	0.6011454436
443	0.600991331
444	0.6008462428
445	0.600696104
446	0.6005344944
447	0.6003832679
448	0.6002385568
449	0.6000485459
450	0.599894022
451	0.5997231747
452	0.5995825329
453	0.5994129241
454	0.5992696096
455	0.5991111228
456	0.5989042267
457	0.5987966592
458	0.5985969793
459	0.5984645603
460	0.5982842993
461	0.5981206164
462	0.597955752
463	0.5978069302
464	0.5976515692
465	0.5975022789
466	0.5973437282
467	0.5971928939
468	0.5970603104
469	0.5969084981
470	0.5967357145
471	0.5965420231
472	0.5963849082
473	0.5962032531
474	0.59604757
475	0.5958418158
476	0.5956888098
477	0.5955579407
478	0.5953415797
479	0.5952059532
480	0.595051554
481	0.5949006115
482	0.5947527802
483	0.5946297573
484	0.5944500277
485	0.5943076163
486	0.5941473813
487	0.5939692338
488	0.5938158856
489	0.5936720687
490	0.5935452081
491	0.5934123471
492	0.5932318527
493	0.5930962644
494	0.5929453639
495	0.5927894738
496	0.5926383659
497	0.5925270597
498	0.5923771938
499	0.592199377
500	0.5920859283
501	0.591932364
502	0.5918089271
503	0.5916577906
504	0.5914980783
505	0.5913399939
506	0.5912266229
507	0.5911335245
508	0.5910045157
509	0.5908636447
510	0.5907398787
511	0.5906004397
512	0.590476032
513	0.5903027831
514	0.5901408999
515	0.5899853438
516	0.589832883
517	0.5897018093
518	0.5895617614
519	0.5894206663
520	0.5892913252
521	0.5891344435
522	0.5890121474
523	0.5888977524
524	0.5887584205
525	0.5886038815
526	0.5884585437
527	0.5883552513
528	0.5881983622
529	0.5880695185
530	0.5878975122
531	0.5877632424
532	0.5876157939
533	0.5874564262
534	0.5872840758
535	0.587170884
536	0.5870500491
537	0.5869232338
538	0.5867957077
539	0.5866220553
540	0.5864530039
541	0.5863332332
542	0.5862456399
543	0.5860832155
544	0.585950814
545	0.5858507799
546	0.5857803022
547	0.5856085259
548	0.5854827941
549	0.5853212515
550	0.5851695755
551	0.5850268231
552	0.5848992689
553	0.584751011
554	0.5846345104
555	0.5844657754
556	0.5843254775
557	0.5842310892
558	0.5841319176
559	0.5839667859
560	0.5838436489
561	0.5837333697
562	0.5835688922
563	0.583422932
564	0.5832960586
565	0.5831651523
566	0.5830450293
567	0.5829095769
568	0.5827773396
569	0.5826214929
570	0.5824956598
571	0.5823455684
572	0.5821874716
573	0.5820517379
574	0.5818821034
575	0.5817711369
576	0.5816277399
577	0.5814953319
578	0.5813419552
579	0.5812408358
580	0.5811125339
581	0.5810022297
582	0.580904996
583	0.5807575034
584	0.5806276827
585	0.5805410574
586	0.5803980792
587	0.5802849348
588	0.580113808
589	0.5799713128
590	0.579841582
591	0.5796908488
592	0.5795845115
593	0.5794810877
594	0.5793354923
595	0.5791912629
596	0.5790293554
597	0.5788902662
598	0.578775539
599	0.5786917273
600	0.5786235023
601	0.5785013267
602	0.5783615267
603	0.5782084666
604	0.5780512734
605	0.5778933114
606	0.577717496
607	0.5775995678
608	0.5774861785
609	0.5773848497
610	0.57727461
611	0.5771314816
612	0.5769840756
613	0.5768527494
614	0.5767496527
615	0.5766310674
616	0.5765078189
617	0.5764223412
618	0.5762951694
619	0.5762097927
620	0.5760932157
621	0.57596163
622	0.5757871192
623	0.5756336382
624	0.5754876532
625	0.5753253204
626	0.5751969129
627	0.5750986575
628	0.5750064651
629	0.5749249608
630	0.5747935492
631	0.5746775489
632	0.5745931927
633	0.5744837776
634	0.5743519208
635	0.5741722278
636	0.5740368205
637	0.5738846195
638	0.5738070129
639	0.5736512491
640	0.5735134856
641	0.5733684443
642	0.5732233673
643	0.5730601636
644	0.5729456777
645	0.572815772
646	0.5726765802
647	0.5724942966
648	0.5723803858
649	0.5722458287
650	0.5721966441
651	0.5720969645
652	0.5719966418
653	0.5718667697
654	0.5717597093
655	0.5716397952
656	0.5715029499
657	0.57135704
658	0.5712352324
659	0.5710819114
660	0.5709842113
661	0.5708068426
662	0.5706762425
663	0.5705571032
664	0.5704153479
665	0.5702851346
666	0.5701428663
667	0.5700417544
668	0.5699334629
669	0.5697867011
670	0.5696348226
671	0.5694794093
672	0.5693342912
673	0.5692142789
674	0.569082338
675	0.5689485358
676	0.5688635513
677	0.5687595581
678	0.5686427691
679	0.5685215632
680	0.5683605705
681	0.5682369237
682	0.568123802
683	0.5679985597
684	0.5678542911
685	0.5677210518
686	0.5675833096
687	0.567431471
688	0.567312617
689	0.5672018917
690	0.5670649338
691	0.5669294167
692	0.566860869
693	0.566765805
694	0.5666049647
695	0.5663887484
696	0.5662615466
697	0.5661169578
698	0.5659992473
699	0.5658799304
700	0.5657718962
701	0.565650535
702	0.5655076581
703	0.5653756298
704	0.565253854
705	0.5651066585
706	0.5649514292
707	0.564852716
708	0.5647526654
709	0.5646214927
710	0.5645060099
711	0.5644043882
712	0.5642685593
713	0.5641815798
714	0.5640534391
715	0.5639223315
716	0.5637954257
717	0.5636393447
718	0.5635247536
719	0.5634147591
720	0.5633147262
721	0.5632107593
722	0.5630599272
723	0.5629307103
724	0.5628152876
725	0.5626772075
726	0.562542994
727	0.5624004303
728	0.5623213027
729	0.5622024538
730	0.5620492157
731	0.5619303751
732	0.5618342987
733	0.5616848174
734	0.5615358244
735	0.5614181664
736	0.5613224964
737	0.5611639276
738	0.5610664786
739	0.5609346249
740	0.5608240334
741	0.5606987503
742	0.560584519
743	0.5604509788
744	0.5602829831
745	0.5601653631
746	0.560043107
747	0.5598997795
748	0.5597376441
749	0.5596104111
750	0.5595011352
751	0.5593698978
752	0.5592210402
753	0.559071795
754	0.5590038379
755	0.558874674
756	0.558743515
757	0.5586033264
758	0.5584507784
759	0.5583338083
760	0.5581971693
761	0.5580842613
762	0.557960744
763	0.5578395002
764	0.5577170165
765	0.5576130408
766	0.557456565
767	0.5573502476
768	0.5572021778
769	0.5570706409
770	0.5569280165
771	0.5567875689
772	0.5566285228
773	0.5565001779
774	0.5563601968
775	0.5562139551
776	0.5561088917
777	0.5560170727
778	0.5558922532
779	0.5557693285
780	0.5556621619
781	0.5555855156
782	0.5554696798
783	0.555360365
784	0.555203464
785	0.5550637967
786	0.5549031431
787	0.554821257
788	0.5546974224
789	0.5545616748
790	0.5544471777
791	0.554312989
792	0.5542248626
793	0.5541037154
794	0.5539989719
795	0.5539223036
796	0.553810699
797	0.5536806761
798	0.5535817326
799	0.5534387209
800	0.5532792659
801	0.553149612
802	0.5530431022
803	0.5529531667
804	0.5527973674
805	0.55268429
806	0.5525550356
807	0.5523965058
808	0.5522553149
809	0.5521438163
810	0.5520235381
811	0.5518825727
812	0.5518322102
813	0.5517215151
814	0.551621402
815	0.551499843
816	0.551336615
817	0.5512289232
818	0.5510608875
819	0.550896044
820	0.5507723729
821	0.5506409585
822	0.5505064744
823	0.5504495955
824	0.5503297522
825	0.5501986957
826	0.5500877791
827	0.5499771297
828	0.5498685228
829	0.5497388417
830	0.5496063268
831	0.5494547226
832	0.5493406442
833	0.5492236922
834	0.5491208236
835	0.5489556299
836	0.5488864154
837	0.548785247
838	0.5486300504
839	0.5485037421
840	0.5484073762
841	0.5483072389
842	0.5481514365
843	0.5480207401
844	0.5478978845
845	0.5477651797
846	0.5476437073
847	0.5475520943
848	0.5474804987
849	0.5473608261
850	0.5472231707
851	0.5471088936
852	0.5470113246
853	0.546878264
854	0.5467243912
855	0.5466266193
856	0.5465106647
857	0.5463900813
858	0.5462758915
859	0.5461845779
860	0.5460384408
861	0.5459231155
862	0.5458061143
863	0.545679862
864	0.5455504278
865	0.5453995497
866	0.545255231
867	0.5451451352
868	0.5449994956
869	0.5448974051
870	0.5447590233
871	0.5446770628
872	0.544598462
873	0.5444631345
874	0.5443533626
875	0.5442454597
876	0.544119609
877	0.5440009213
878	0.5438851277
879	0.5437277089
880	0.5436065353
881	0.5434876048
882	0.543354818
883	0.5432412555
884	0.5431484218
885	0.5430106031
886	0.5428788394
887	0.5427641277
888	0.5426199915
889	0.5425186319
890	0.5424289603
891	0.5423126216
892	0.5422308696
893	0.5420917421
894	0.5420120112
895	0.5419026223
896	0.5417735766
897	0.5416573361
898	0.5415507555
899	0.5414253866
900	0.5413398599
901	0.5412275571
902	0.5411274394
903	0.5410030945
904	0.5409280279
905	0.5408171688
906	0.5406514236
907	0.5405734657
908	0.5404676873
909	0.5403940279
910	0.5403497061
911	0.540242698
912	0.5401309926
913	0.5400049231
914	0.5398659152
915	0.5397824557
916	0.5396348538
917	0.5395352082
918	0.5394105441
919	0.5392682787
920	0.5391362584
921	0.5390243095
922	0.5388986469
923	0.5387720893
924	0.5386422567
925	0.5385170127
926	0.5384042723
927	0.5382659867
928	0.538173696
929	0.5380663433
930	0.5379452799
931	0.5378353824
932	0.5377228334
933	0.5375965372
934	0.5375156142
935	0.5373973228
936	0.5372917369
937	0.5371752242
938	0.5370748635
939	0.5369814955
940	0.5368683578
941	0.5367965866
942	0.536682771
943	0.5365633672
944	0.5364475275
945	0.5363417204
946	0.5362004638
947	0.5360495163
948	0.5359260544
949	0.5358052637
950	0.5356604081
951	0.5355062803
952	0.5354115448
953	0.5352941608
954	0.5351572593
955	0.5350616725
956	0.5349735614
957	0.5348726372
958	0.5347501932
959	0.5346754675
960	0.5345613324
961	0.534454161
962	0.5343280293
963	0.5342037955
964	0.5340835552
965	0.533937538
966	0.5338413788
967	0.5337346294
968	0.5336234973
969	0.5335262824
970	0.5333682339
971	0.533224303
972	0.5330880704
973	0.5330016607
974	0.5329136999
975	0.5327955032
976	0.5327050611
977	0.5325772232
978	0.5324490869
979	0.532356617
980	0.5322571335
981	0.5321360635
982	0.5320330122
983	0.5319497934
984	0.5318364523
985	0.5317288596
986	0.53161198
987	0.5314791984
988	0.5313974985
989	0.5312754204
990	0.5311081505
991	0.5310039096
992	0.5308932243
993	0.5308078861
994	0.5306601543
995	0.5305476823
996	0.5304317332
997	0.5302947495
998	0.5301795529
999	0.5300498883
